,Rent Price,Address,Location,Number of Bed,Number of Bath,Living Area (ft^2),Land Area (ft^2)
10596,189 900,"5, place du Champ-Blier",Breakeyville,3,1+1,680,3282
10597,249 900,"164, 7e Rang",L'Avenir,4,2,1664,32400
10598,254 900,"260, rue Guérin",Ste-Catherine,5,2+1,750,5225
10599,139 900,"480, rue Winchester",Granby,2,1,750,7582
10600,379 000,"2190, rue de la Cantatrice",Lebourgneuf,2,1+2,1420,6227
10601,258 000,"960, avenue Robert-Jean",Alma,4,2,1008,11425
10602,329 000,"3526, chemin du Lac Gagnon Est",Duhamel,4,2+1,2400,66725
10603,468 000,"1563, chemin du Mitan",St-Irenee,3,2+1,2025,88845
10604,270 000,"2738, rue Boutin",Nantes,3,2+1,1650,15966
10605,198 000,"159, rue Bouchard",Ste-Claire,5,2,1092,9044
10606,517 500,"50, rue Lepailleur",Chateauguay,5,3,2150,13932
10607,380 000,"8, rue de la Cordée",Cantley,4,1+1,1850,36062
10608,258 500,"A-78, rue Adonis",Val-Des-Monts (Perkins),4,2,1126,43560
10609,184 000,"312, rue Damien-Benoit",Mont-St-Hilaire,2,1,982,8574
10610,425 000,"1099, boulevard Saint-Jude",Alma,3,2+1,1560,25269
10611,288 000,"37, rue de l'Union",St-Charles-sur-Richelieu,6,4+1,1560,8410
10612,207 900,"211, rue Amanda",St-Rémi,2,1+1,1023,1462
10613,359 900,"9689, boulevard Saint-Jacques",Neufchatel,2,1+1,1140,19700
10614,925 000,"3536, rue de l'Amiral",Duvernay,4,3+1,2528,7618
10615,199 900,"172, rue Savary",St-Raymond,3,2,600,4922
10616,589 000,"18685, croissant Gaston-Miron",Mirabel (St-Janvier),5,3+1,2680,11277
10617,139 900,"149, rue Fernande",St-François-Du-Lac,3,1,1120,9149
10618,424 000,"48, rue Ravel",St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),5,1+1,1766,6210
10619,599 000,"47, rue Augusta",Morin-Heights,4,3,1766,27671
10620,70 000,"124-209, route 201",Rigaud,1,1,1766,60100
10621,190 000,"165, rue Tessier Ouest",St-Casimir,7,2+1,2280,4809
10622,295 000,"193, rue Chalifoux",St-Jean-sur-Richelieu (L'Acadie),3,2,1056,14000
10623,339 900,"368, route Marie-Victorin",St-Nicolas,2,2,1080,14995
10624,311 900,"748, rue Savard",Donnacona,3,1+1,1456,7671
10625,175 000,"810, rue Denis-Roy",Trois-Rivières (St-Louis-De-France),4,2,864,4403
10626,285 000,"3292, rue des Oeillets",Jonquière (Arvida),3,2+1,1752,16400
10627,499 900,"61, chemin de l'Île-de-Mai",Boisbriand,5,2,1902,8750
10628,399 000,"28, rue Marjorie-Donald",Sherbrooke (Lennoxville),5,2+1,1834,7443
10629,769 000,"8, 3 Rang des Moulins Est",St-Denis-sur-Richelieu,3,1+1,3062,546678
10630,345 000,"396, rue William-Birks",St-Bruno-De-Montarville,4,2,1000,12000
10631,247 000,"3325, rue des Verdiers",Charlesbourg,3,1+1,1014,6800
10632,425 000,"113, rue Griffin",Shannon,4,2,1346,29038
10633,455 000,"88, chemin des Prairies Ouest",St-François-De-La-Rivière-Du-Sud,5,2+1,1800,60000
10634,114 200,"1108-70, rue Saint-Germain Est",Rimouski (Rimouski),1,1,588,131
10635,269 000,"142, route 132",Lac-Au-Saumon,4,1,1258,155637
10636,199 000,"212, rue Lavictoire",Gatineau (Gatineau),3,1+1,1268,4604
10637,278 900,"378, rue Miloit",Beauport,4,2,800,5000
10638,325 000,"2404, rue Marie-Victorin",Sillery,4,2,800,4160
10639,285 000,"172, rue du Bordeaux",Cowansville,5,2,1696,9380
10640,239 000,"103-444, rue Notre-Dame",Repentigny (Repentigny),1,1,811,160
10641,315 000,"160, rue Émile-Brazeau",Papineauville,5,2,811,12123
10642,275 000,"8652, avenue Royale",Château-Richer,3,1+1,1064,20000
10643,340 000,"509, rue de l'École",St-Narcisse-De-Beaurivage,12,510,4160,12766
10644,479 000,"1605, avenue Fonrouge",Chambly,3,2+1,1666,5121
10646,229 000,"345, rue Dalbec",St-Paul,4,1+2,800,6581
10647,175 000,"2080, rue Jacques-Héroux",Shawinigan (Shawinigan-Sud),4,1,1036,6738
10649,369 000,"398, montée des Lamoureux",Mont-Laurier,4,2+1,1596,85753
10650,265 000,"1204, chemin du Lac Connelly",St-Hippolyte,5,2,3384,28395
10651,108 000,"1661, chemin Saint-Georges",Ste-Thecle,3,1,918,26880
10652,154 900,"324, avenue Jean-Talon",Rimouski (Pointe-Au-Père),3,1,983,8500
10653,30 000,"5, Allée du 5e",St-Faustin-Lac-Carré,3,1,983,43911
10655,309 500,"2888, rue Jean-Fouquet",Lévis,3,1+1,1152,9500
10656,230 000,"103, rue du Voilier",Gatineau (Gatineau),3,1+1,1430,8063
10657,389 900,"3, rue Turcotte",St-Esprit,4,2+1,1511,23862
10658,294 900,"71, rue Richelieu",Ste-Brigitte-De-Laval,3,2+1,1536,13279
10659,229 300,"7630, boulevard Saint-Jean",Trois-Rivières (Trois-Rivières),3,1+1,1664,27000
10660,269 000,"3211, rue du Versant",Lac-Mégantic,3,1+1,1680,17609
10661,190 000,"5665, chemin Hemmings",St-Lucien,4,1+1,1414,47539
10662,489 000,"200, rue Perreault",Victoriaville,3,2+1,3000,10969
10663,189 500,"2692, rue des Rocheuses",Sherbrooke (Fleurimont),4,2+1,1313,3019
10665,397 000,"120, chemin de la Basse-Ville",Isle-Aux-Grues,5,4,1313,30560
10666,362 000,"1004, rue des Chrysanthèmes",Mascouche,4,2,1696,9000
10667,175 000,"1741, rue Neilson",Jonquière (Arvida),4,1,1080,5356
10668,222 400,"103-6385, boulevard Henri-Bourassa",Charlesbourg,3,2,2238,20064
10669,329 000,"41, rue des Cèdres",Val-Des-Monts (Perkins),4,2,2640,39998
10670,460 000,"780, chemin Principal",Iles-de-la-Madeleine (Cap-aux-Meules),4,2+1,2669,70000
10672,231 000,"5208, rue Lemaire",Les Saules,4,2,960,4074
10673,225 000,"4235, rue de Chambly",Trois-Rivières (Trois-Rivières-Ouest),3,1,1660,5060
10674,375 900,"180, rang du Lac Vert",Hébertville,4,1+1,1582,103531
10675,162 000,"1500, rue des Tulipes",Roberval,4,1+1,1090,64583
10677,154 000,"1324, P.-A.-Gouin",Trois-Rivières (Trois-Rivières),2,1+1,1300,4760
10678,358 000,"3454, 9E avenue Sud Saint-Donat",ND-De-La-Merci,3,1+1,794,17018
10679,275 000,"43, rue de l'Armurier",Lévis,3,2,1001,6914
10680,291 000,"118, rue du Canyon",Boischatel,3,1+1,1015,6999
10681,399 000,"2511, chemin du Petit-Village",Beauport,5,4,1571,12635
10682,325 000,"1102, rue des Carcajous",Chicoutimi (Chicoutimi),4,2,1053,7900
10683,325 000,"660, route 143",Windsor,3,1+1,1053,30000
10684,410 000,"502, rue du Clos-de-Paulilles",Prévost,4,2,1920,15880
10685,217 500,"1236, rue Saint-Denis",Sorel-Tracy,3,2,950,7840
10686,449 000,"3079, rue Denaut",Longueuil (Vieux-Longueuil),3,1,1051,5511
10687,496 000,"295, rue John-Dwyer",Granby,4,1+1,1611,8696
10689,209 900,"1051, rue Estiembre",St-Émile,2,1+1,575,3220
10690,249 500,"B-1-540, rue Racine",Loretteville,3,1+1,1126,4994
10691,525 000,"140, rue Maple",Shannon,4,2+2,2588,24155
10692,379 500,"8, rue Caroline",Victoriaville,4,2,1456,35000
10693,300 000,"307, rue Alphonse-Bolduc",St-Romuald,4,1+1,1560,11500
10694,169 900,"202-3520, rue Marian",Fabreville,2,1,861,354275
10695,270 000,"466, rue Gingras",Ste-Foy,4,2,1259,1926
10696,579 000,"1637, rue Timothee-Kimber",Chambly,5,2,1660,7211
10697,228 000,"521, rue Arthur-Laliberté",Granby,4,2+1,1344,4209
10698,219 000,"658, rue Saint-Bernard",Saint-Sauveur,4,1,1086,3737
10699,179 900,"24, rue du Blizzard",Gatineau (Hull),2,1,1225,2711
10700,188 900,"1-92, rue du Vison",Gatineau (Aylmer),2,1,1086,25790
10701,425 000,"37, boulevard Montclair",Gatineau (Hull),5,5,1086,5139
10702,262 000,"968, rue Denison Est",Granby,2,1+1,1217,102603
10703,288 300,"882, chemin des Hauteurs",St-Hippolyte,2,1,1217,16856
10705,336 000,"216, rue Isaac-Christin",Repentigny (Le Gardeur),3,1+2,1365,6527
10706,305 900,"810, avenue de Mézy",Ste-Foy,4,2,1392,6565
10707,299 900,"4664, rue Jacques-Ferron",Lévis,4,2+1,1530,5204
10708,198 000,"2232, boulevard Fiset",Sorel-Tracy,4,2,974,10240
10709,390 000,"178, rue Berri",Gatineau (Hull),4,4,974,4980
10710,449 500,"217, rue Lavigne",Shefford,3,1+1,2700,93646
10711,369 900,"126, avenue Gatineau",Gatineau (Gatineau),2,1,1000,6499
10712,99 900,"1, rue Massé",St-Hubert-De-Rivière-Du-Loup,4,1+1,2200,27700
10713,695 000,"209, rue des Pionniers",St-Charles-Borromée,5,2+1,2400,32000
10714,294 000,"1381, avenue du Chanoine-Morel",Sillery,2,1+1,1502,2340
10715,325 000,"1361, rue Moorecrest",Mascouche,3,1+1,2900,14763
10716,379 000,"900, avenue André-Leclerc",St-Côme,3,1+1,1850,45182
10717,549 000,"1395, rue des Caps",St-Romuald,5,3+1,2824,10160
10718,179 900,"274, Rang Sud-Est",La Tuque (La Bostonnais),4,2+1,3000,20139
10719,350 000,"222, chemin du Lac-Chaud",La Macaza,3,1+1,1168,20333
10720,204 000,"25, rue des Nations Est",Charlesbourg,3,2,900,2453
10721,194 000,"330, chemin du Bassin Sud",Westbury,4,2,1064,14771
10722,199 900,"764, Chemin de l'Achigan Sud",Ste-Sophie,3,2,1074,50551
10724,214 500,"1175, 5e Rang",Ste-Cécile-De-Milton,3,1+1,2939,53820
10726,139 500,"531, 4e rue Est",La Guadeloupe,3,1+1,1137,7500
10727,249 000,"2047, rue de la Modiste",St-Jérôme (Lafontaine),3,2+1,1300,3800
10728,508 900,"1680, rue Marchand",Duvernay,4,2+1,2000,5619
10729,1 550 000,"150, Rue Dom-Fulgence",St-Rédempteur,4,2+1,2000,273640
10730,360 000,"801, montée Sainte-Thérèse",Prévost,9,3,2515,30000
10731,252 900,"973, Rue Spoor",Farnham,4,2,1140,8950
10732,419 000,"83, rue Fortin",St-Christophe-D'Arthabaska,4,2,1300,17850
10733,379 500,"500, rue Moore",Sherbrooke (Jacques-Cartier),4,2+1,2390,11137
10734,398 000,"2375, 125e Rue",St-Georges,4,3+1,2076,19466
10735,286 000,"1257, rue Verville",Repentigny (Repentigny),5,2,1472,3723
10736,224 900,"401-1065, rue Yves-Blais",Terrebonne (Lachenaie),1,1,796,881133
10737,165 000,"521, rue du Coteau",La Tuque,3,1+1,1540,4850
10738,245 000,"1039, boulevard de la Salette",St-Jérôme (Bellefeuille),4,1,1341,9999
10739,280 000,"8680, rue Johnston",Lebourgneuf,4,2,950,6300
10740,212 000,"105, rue Angus Nord",East Angus,4,1+2,1218,3369
10741,239 900,"300, rue Saint-Louis",St-Elie-de-Caxton,2,1+1,1275,27146
10743,518 000,"92, 40e Avenue",Ste-Marthe-Sur-Le-Lac,4,2+1,1292,9000
10744,162 500,"128-130, rue St-Joseph",St-Gabriel-De-Brandon,2,2+1,1292,2000
10745,234 500,"1093, rue Joviale",Val-Bélair,2,1+1,560,2020
10746,550 000,"69, rue Saint-Gilbert",Lévis,3,1+1,2000,10177
10747,269 500,"513, rue George-Sand",Beauport,2,2,809,5400
10748,135 000,"3520, Grand Rang Sainte-Catherine",St-Cuthbert,3,1,809,40000
10749,330 000,"65, rue Laurier",Ste-Catherine-de-la-JC,4,2,1492,32404
10750,428 000,"260, rue du Fort Remy",LaSalle,3,1+1,1450,2500
10751,309 000,"4570, Rue Édouard-Levasseur",ND-Du-Mont-Carmel,4,2,1914,16201
10752,180 000,"90, rue Lippe",Les Côteaux,4,1+1,1402,5521
10753,249 900,"8, rue Lajoie - Par les constructions Reno Plourde",Beauport,2,1,900,5400
10755,228 900,"6218, carré des Alluvions",Neufchatel,3,1+1,1620,3800
10756,269 500,"7580, avenue Château de Chambord",Charlesbourg,3,2,1027,6500
10757,210 000,"376, rue de L'Iris",Granby,2,2+1,1270,25585
10758,389 000,"2083, rue des Perce-Neige",Jonquière (Jonquière),3,2,1800,7000
10759,209 900,"88, terrasse Pelletier",Lavaltrie,4,2,1125,5940
10760,150 000,"4640, rue Marchand",ND-Du-Mont-Carmel,3,1,1119,11537
10761,319 000,"1082, rue des Trilles",Prévost,4,2,2100,32300
10762,265 000,"1212, rue de l'Osier",Lac-St-Charles,2,2,1015,4663
10763,183 000,"4-2430, boulevard Bastien",Neufchatel,2,1,1050,15403
10766,519 000,"32, rue François-Bertrand",Ste-Catherine-de-la-JC,5,2+1,2305,60000
10767,217 000,"3885, rue Philibert-Dumas",Shawinigan (Shawinigan-Sud),5,2+1,1488,6393
10768,109 995,"134, rue Martel",Trois-Pistoles,6,2,1488,5395
10770,279 900,"280, chemin Beaulne",Piedmont,3,1+1,1520,17943
10771,200 000,"925, avenue de la Chaudière",St-Georges,3,1+1,1520,11591
10772,299 500,"2464, avenue de Vitré",Limoilou,2,2,1001,3999
10774,319 900,"505, chemin Denison",Cleveland,3,2,1024,22348
10775,208 500,"1325, rue des Lys",Sherbrooke (Fleurimont),3,1,1147,7742
10776,115 000,"105, rue Verreault C.P. 135",Les Méchins,2,1+1,936,5477
10777,262 000,"14, rue des Sucreries",Fossambault-Sur-Le-Lac,5,2,1199,9769
10778,275 000,"10, rue Yves-Thériault",St-Charles-Borromée,4,2+1,1408,8555
10779,219 000,"5-947, boulevard Jean-Paul-Vincent",Longueuil (Vieux-Longueuil),2,1,1151,2206
10780,239 000,"272, rue des Grives",St-Nicolas,3,1+1,702,5397
10781,239 000,"703, rue de la Girandole",Lebourgneuf,2,1,1018,14400
10782,359 000,"62, chemin du Moulin",Lac-Beauport,4,2,1141,35650
10783,137 000,"408, rue Donaldson",Shannon,4,2,1141,61460
10784,108 000,"11, rue Cedar",Shannon,4,2,1141,21527
10785,116 500,"78, rue Oak -  Domaine des Hauts-Bois",Shannon,4,2,1141,21500
10786,114 000,"90, rue Galway - Parc des Deux Monts",Shannon,4,2,1141,21535
10787,130 000,"1, rue des Hirondelles - Domaine des Hirondelles",Shannon,4,2,1141,43923
10788,434 500,"22, Chemin des Épinettes - Par Construction C.R.D",Lac-Beauport,3,1+1,1278,9320
10790,374 900,"1041, rue du Docteur-Rodolphe-Boulet",Joliette,4,3+1,2166,12382
10791,425 000,"145, rue de l'Âtre",Varennes,4,1+1,1358,5000
10792,349 900,"101, rue Francine",Ste-Émélie-De-L'Énergie,2,2,1632,52276
10794,339 500,"3117, rue Valmont",Ste-Foy,3,2,864,7200
10795,590 000,"4167, rue de l'Hétrière",St-Augustin-De-Desmaures,5,2+1,3520,12500
10796,218 000,"1930, rue de la Cantatrice",Lebourgneuf,2,1,1500,2152
10797,224 900,"227, rue des Cascades",Lac-Etchemin,3,1,1160,71465
10798,109 900,"8, rue Bellevue",Lamarche,3,1,1160,67440
10799,279 900,"2410, avenue Jean-Noël-Dion",St-Hyacinthe (Douville),3,1+2,1416,3971
10800,259 000,"234, 2e Rue",Crabtree,2,1,1224,17361
10801,665 000,"4842, boulevard Allard",Drummondville (St-Nicéphore),4,2,3220,119498
10802,399 000,"7083-87, chemin de Saint-Élie",Sherbrooke (St-Élie-d'Orford),4,2+1,2700,32000
10803,613 000,"120, rue Légaré",Magog,4,3+1,2856,32900
10804,250 000,"395, 5e et 6e Rang",Frampton,5,2,5168,53819
10805,233 000,"153, route Montcalm",Ste-Catherine-de-la-JC,3,2,934,29739
10806,357 500,"A-4733, rue Gaboury",St-Augustin-De-Desmaures,3,1+1,1536,8883
10808,196 000,"149, rue du Bosquet",St-Étienne-De-Lauzon,3,1+1,624,4327
10809,310 000,"859, Chemin Pintendre",Pintendre,4,2,2160,12872
10810,185 900,"202-6995, chemin de Chambly",Longueuil (St-Hubert),2,1,1184,17476
10811,265 000,"1397, place des Acacias",La Tuque,3,2+1,1984,7833
10812,583 000,"66, rue Gill",Granby,15,15,1088,8274
10813,439 000,"7060, place Turenne",Brossard,2,1+1,1267,3818
10814,975 000,"1, chemin du Petit-Saint-Régis Nord",St-Constant,2,1,1267,11601
10815,274 950,"1523, rue des Roselins",St-Émile,3,2,1117,10290
10816,325 000,"162, rue Laverdure",Dolbeau-Mistassini,2,2,1117,17730
10817,122 000,"680, rue Taché",St-Pascal-De-Kamouraska,5,2+1,4890,7364
10818,795 000,"3329, rue de l'Amiral",Longueuil (St-Hubert),5,4+1,2523,6623
10820,157 000,"535, rue Saint-Jacques",Asbestos,3,1,1066,8108
10821,170 900,"6-1005, rue des Champs",St-Jean-Chrysostome,2,1,1033,20000
10822,300 000,"3665, rue Gagnon",Sherbrooke (Rock Forest),5,3,2160,9435
10823,175 000,"121, rue du Lac-Marchand",St-Alphonse-Rodriguez,4,1+1,2400,79873
10824,200 000,"2405, avenue Dumesnil",St-Hyacinthe,3,1+1,1890,6265
10826,379 000,"1196, rue de l'Etna",Val-Bélair,4,2+1,1581,7978
10829,275 000,"34, rue Beattie",Sherbrooke (Lennoxville),5,2+1,1582,14999
10830,384 500,"125, rue du Calvados",Terrebonne (Lachenaie),3,1+2,1582,5474
10831,325 000,"2578, chemin des Quatre-As",ND-De-La-Merci,3,2,1670,50000
10835,190 000,"871, rue Savard",Donnacona,3,2,816,5787
10836,299 000,"3340, rue Miron",Rawdon,4,2,1140,15373
10837,485 000,"11, rue des Avirons",Fossambault-Sur-Le-Lac,3,2+1,1248,7500
10839,175 000,"lot 00, avenue Royale",St-Ferréol-les-Neiges,4,3,1248,54340
10840,31 500,"26, chemin Valaire-Landry",L'Islet,4,3,1248,6486
10841,209 700,"1779, boulevard Maisonneuve",St-Jérôme (Bellefeuille),3,1+1,861,3686
10842,364 900,"1009, place du Sablon",Sorel-Tracy,3,1+1,1650,5813
10843,209 900,"515, rue des Vinaigriers",Lac-St-Charles,2,1+1,552,2343
10844,349 900,"489, rue Pauline-Julien",Rimouski (Rimouski),4,2+1,1624,11000
10845,110 000,"13, route 155 Nord",La Tuque,2,1,1064,38278
10846,324 999,"291, rue du Brôme",St-Augustin-De-Desmaures,5,2+1,1300,6799
10847,459 000,"123, chemin Blanchette",Gatineau (Gatineau),3,3,3000,21000
10848,258 000,"3357, rue Vanier",Mascouche,3,1+1,1040,5700
10849,199 000,"1741, rang des Chutes",Ste-Ursule,5,1+1,2400,35000
10850,199 900,"4-133, rue Sauriol",Beauport,3,1+1,1008,958
10851,499 999,"2160, rue d'Arvida",St-Bruno-De-Montarville,3,1+1,1700,7000
10852,700 000,"32, rue des Poiriers",Cantley,3,2+1,2466,43057
10853,405 000,"102-336, chemin Freeman",Gatineau (Hull),2,2,1500,1640
10854,280 000,"2066, rue des Condors",Chicoutimi (Chicoutimi),4,2,900,5039
10855,"0,85","661, rue de la Quiétude",St-Colomban,4,2,900,142000
10856,180 000,"180, rue Hébert",Trois-Rivières (Cap-De-La-Madeleine),3,3,1455,5000
10857,359 000,"12, rue du Lièvre",Mercier,4,2+1,1904,11200
10858,264 000,"230, chemin des Patriotes Est",St-Jean-sur-Richelieu (St-Athanase),3,2,2030,11265
10859,277 500,"8545, rue Centrale",Mirabel (St-Augustin),3,1,1092,10695
10860,334 000,"7, place Graham",Candiac,5,2,1184,5200
10861,649 000,"740-742, rue Charlevoix",Le Sud-Ouest,3,1,1184,1805
10862,98 000,"1508-355, rue Dupont",Beaupré,1,1,400,1903
10863,34 900,"552, chemin St-Léon",Rimouski (Ste-Odile-Sur-Rimouski),2,1,1185,81874
10864,238 500,"141, route Saint-Anne-Saint-Onésime",Ste-Anne-De-La-Pocatiere,4,1+1,1260,38000
10865,440 000,"185, rue du Grand-Duc",Shefford,4,2,2459,65456
10866,375 000,"249, rue Raoul-Jobin",Pointe-Aux-Trembles / Montréal-Est,2,1+1,1280,4746
10867,355 250,"52, rue de l'Oiselière",L'Ange-Gardien,4,2,1136,12870
10868,315 000,"4, rue Bégin",Témiscouata-sur-le-Lac,3,1+1,1674,34527
10869,322 000,"6480, rue des Camomilles",Charny,3,2,1528,6700
10870,160 000,"400, rue Simard",St-Ambroise,1,1,1853,6960
10871,305 900,"390, 51e Avenue",Pointe-Calumet,3,1+1,1206,6168
10872,275 000,"6418, rue des Orchidées",Charlesbourg,3,2,1180,6000
10873,325 000,"40, chemin du Trille-Blanc",Val-Des-Monts,3,1+1,1440,46356
10874,639 000,"5480, rue Campeau",Chomedey,4,3+1,2970,5000
10875,234 900,"900, 4e Rue",St-Paul-De-L'Ile-Aux-Noix,3,1,1008,10750
10876,236 500,"2362, rue des Gadeliers",La Baie,3,2,1156,11060
10877,559 000,"15, chemin du Balbuzard",Stoneham,5,2+1,890,19964
10878,244 900,"37, rue Arpin",Lanoraie,3,2+1,1038,17416
10879,399 900,"891, rue des Orchidées",Salaberry-De-Valleyfield,3,2,1120,6000
10880,164 500,"1311, 3e Avenue",La Baie,3,1,1316,6250
10881,284 900,"206-120, rue des Trésors-de-L'Iles",Charlemagne,2,2,1116,47255
10882,179 000,"3950, rue Albert",Rawdon,2,1,1056,12657
10883,98 000,"3440, rue des Buses",Ste-Adèle,2,1,1056,59398
10884,350 000,"222, rue Saint-Francis",Sherbrooke (Lennoxville),2,1+1,1056,413820
10885,299 000,"221, rue Chagall",Repentigny (Le Gardeur),3,1+1,1423,7326
10886,439 800,"563, rue de la Chevauchée",Pintendre,5,2+1,1800,11116
10887,208 000,"7225, avenue Doucet",Charlesbourg,5,2+1,1800,4429
10888,675 000,"152, boulevard Bégin",Ste-Claire,5,2+1,1800,25345
10889,564 000,"5740, Alexandre",Brossard,5,3+1,2350,3876
10890,409 900,"1023, avenue des Diamants",Charlesbourg,4,1+1,1843,7150
10891,549 000,"79, chemin de la Beauce",Ste-Martine,4,3,1756,22000
10892,385 800,"98, rue Philibert-Gibault",St-Jean-sur-Richelieu (St-Luc),3,3+1,1584,6695
10895,159 900,"22, rue Adélard-Dubé",Rimouski (Ste-Blandine/Mont-Lebel),5,1+1,920,7705
10896,285 000,"146, rue de la Reine",St-Ferréol-les-Neiges,7,3,2850,20000
10897,739 900,"25, rue Ramsay",Chelsea,2,2,2085,86113
10898,325 000,"502, montée des Érables",Cantley,14,1+1,2085,2011202
10899,337 900,"62, chemin du Trille-Blanc",Val-Des-Monts (St-Pierre-de-Wakefield),4,2+2,1045,43560
10900,349 900,"53, montée de l'Érablière",Lac-Beauport,3,2+1,1428,13255
10901,165 000,"184, rue Dubé",Drummondville (St-Nicéphore),3,2,1428,6598
10902,245 000,"158, rang Saint-Ours",St-Cesaire,4,2,1358,30628
10903,185 000,"633, rue Huot",Donnacona,3,2,816,5227
10904,149 900,"2775, boulevard Malcom-Fraser",La Malbaie,3,1,1689,12475
10905,324 000,"66, rue des Chênes",Ste-Cécile-De-Milton,4,2,1689,32306
10906,199 900,"7150, rue des Renards",Charlesbourg,3,2,864,5000
10907,346 000,"1751, rue du Liseron",Chicoutimi (Chicoutimi-Nord),4,2+1,1600,14000
10908,131 999,"212-1905, rue Charles-Le Gardeur",Trois-Rivières (Trois-Rivières),1,1,825,66103
10909,282 500,"173, rue Principale",St-Flavien,5,3,1010,22500
10910,219 000,"287, rue O'Brien",St-Eugène-De-Grantham,5,2+1,1196,40623
10911,228 600,"1985, boulevard Pie-XI Nord",Val-Bélair,5,2,864,8718
10912,410 000,"1367, boulevard Basile-Routhier",Repentigny (Repentigny),5,2+1,3638,6080
10913,193 900,"30, rue du Capitaine",Berthier-Sur-Mer,3,2,851,4800
10914,200 000,"185, 11e Avenue Nord",Sherbrooke (Fleurimont),5,2,1347,6000
10915,203 000,"348, rue Desrosiers",Thurso,2,1+1,1171,8361
10916,260 000,"16, 4e chemin du Barrage-Mercier",Montcerf,3,2+1,1200,55186
10917,225 000,"52, rue Lajeunesse",Granby,3,1+1,1134,20160
10918,239 000,"13, rue du Parc Ouest",Chateauguay,3,1+1,1050,8447
10919,269 000,"15, chemin de la Rivière-à-Simon",St-Sauveur,2,1+1,1021,20163
10920,190 000,"A-1451, avenue des Affaires",Val-Bélair,3,1,1237,1819
